timestamp,source_ip,destination_port,login_status,attempt_count
2025-06-05 00:00:00,192.168.1.50,22,FAIL,4
2025-06-05 00:01:00,192.168.1.26,80,FAIL,10
2025-06-05 00:02:00,192.168.1.10,80,SUCCESS,1
2025-06-05 00:03:00,192.168.1.5,443,FAIL,8
2025-06-05 00:04:00,192.168.1.4,80,SUCCESS,1
2025-06-05 00:05:00,192.168.1.20,80,FAIL,8
2025-06-05 00:06:00,192.168.1.38,443,FAIL,5
2025-06-05 00:07:00,192.168.1.33,443,FAIL,3
2025-06-05 00:08:00,192.168.1.45,22,FAIL,2
2025-06-05 00:09:00,192.168.1.29,80,FAIL,10
2025-06-05 00:10:00,192.168.1.25,443,FAIL,2
2025-06-05 00:11:00,192.168.1.24,22,FAIL,3
2025-06-05 00:12:00,192.168.1.29,22,SUCCESS,1
2025-06-05 00:13:00,192.168.1.33,443,FAIL,8
2025-06-05 00:14:00,192.168.1.2,443,SUCCESS,1
2025-06-05 00:15:00,192.168.1.5,22,SUCCESS,1
2025-06-05 00:16:00,192.168.1.46,443,FAIL,4
2025-06-05 00:17:00,192.168.1.38,443,FAIL,10
2025-06-05 00:18:00,192.168.1.8,80,FAIL,2
2025-06-05 00:19:00,192.168.1.21,22,FAIL,10
2025-06-05 00:20:00,192.168.1.27,443,SUCCESS,1
2025-06-05 00:21:00,192.168.1.14,443,FAIL,2
2025-06-05 00:22:00,192.168.1.7,443,FAIL,6
2025-06-05 00:23:00,192.168.1.40,80,FAIL,4
2025-06-05 00:24:00,192.168.1.2,80,FAIL,2
2025-06-05 00:25:00,192.168.1.1,443,FAIL,8
2025-06-05 00:26:00,192.168.1.32,80,FAIL,2
2025-06-05 00:27:00,192.168.1.18,80,FAIL,4
2025-06-05 00:28:00,192.168.1.22,22,FAIL,2
2025-06-05 00:29:00,192.168.1.42,443,FAIL,9
2025-06-05 00:30:00,192.168.1.1,80,FAIL,8
2025-06-05 00:31:00,192.168.1.27,22,FAIL,1
2025-06-05 00:32:00,192.168.1.23,22,SUCCESS,1
2025-06-05 00:33:00,192.168.1.38,22,SUCCESS,1
2025-06-05 00:34:00,192.168.1.12,22,FAIL,9
2025-06-05 00:35:00,192.168.1.41,22,FAIL,8
2025-06-05 00:36:00,192.168.1.42,80,FAIL,6
2025-06-05 00:37:00,192.168.1.26,22,SUCCESS,1
2025-06-05 00:38:00,192.168.1.33,22,FAIL,4
2025-06-05 00:39:00,192.168.1.22,80,FAIL,4
2025-06-05 00:40:00,192.168.1.34,80,FAIL,5
2025-06-05 00:41:00,192.168.1.6,443,FAIL,4
2025-06-05 00:42:00,192.168.1.26,443,FAIL,5
2025-06-05 00:43:00,192.168.1.25,22,FAIL,8
2025-06-05 00:44:00,192.168.1.9,443,SUCCESS,1
2025-06-05 00:45:00,192.168.1.27,80,FAIL,4
2025-06-05 00:46:00,192.168.1.36,22,FAIL,9
2025-06-05 00:47:00,192.168.1.48,22,FAIL,10
2025-06-05 00:48:00,192.168.1.36,80,FAIL,5
2025-06-05 00:49:00,192.168.1.2,443,FAIL,6
2025-06-05 00:50:00,192.168.1.49,22,SUCCESS,1
2025-06-05 00:51:00,192.168.1.38,443,FAIL,4
2025-06-05 00:52:00,192.168.1.5,80,FAIL,2
2025-06-05 00:53:00,192.168.1.34,80,FAIL,4
2025-06-05 00:54:00,192.168.1.32,443,FAIL,8
2025-06-05 00:55:00,192.168.1.48,80,SUCCESS,1
2025-06-05 00:56:00,192.168.1.50,80,FAIL,2
2025-06-05 00:57:00,192.168.1.11,443,FAIL,6
2025-06-05 00:58:00,192.168.1.35,443,FAIL,5
2025-06-05 00:59:00,192.168.1.14,22,SUCCESS,1
2025-06-05 01:00:00,192.168.1.27,80,FAIL,8
2025-06-05 01:01:00,192.168.1.11,443,FAIL,3
2025-06-05 01:02:00,192.168.1.39,22,FAIL,5
2025-06-05 01:03:00,192.168.1.45,22,FAIL,6
2025-06-05 01:04:00,192.168.1.32,80,SUCCESS,1
2025-06-05 01:05:00,192.168.1.38,80,FAIL,6
2025-06-05 01:06:00,192.168.1.17,443,FAIL,9
2025-06-05 01:07:00,192.168.1.4,443,FAIL,10
2025-06-05 01:08:00,192.168.1.13,80,FAIL,7
2025-06-05 01:09:00,192.168.1.5,22,FAIL,8
2025-06-05 01:10:00,192.168.1.8,80,SUCCESS,1
2025-06-05 01:11:00,192.168.1.19,443,FAIL,5
2025-06-05 01:12:00,192.168.1.14,443,SUCCESS,1
2025-06-05 01:13:00,192.168.1.35,22,SUCCESS,1
2025-06-05 01:14:00,192.168.1.31,80,FAIL,2
2025-06-05 01:15:00,192.168.1.18,80,FAIL,5
2025-06-05 01:16:00,192.168.1.32,22,FAIL,8
2025-06-05 01:17:00,192.168.1.21,443,SUCCESS,1
2025-06-05 01:18:00,192.168.1.30,443,SUCCESS,1
2025-06-05 01:19:00,192.168.1.43,443,FAIL,7
2025-06-05 01:20:00,192.168.1.13,443,FAIL,10
2025-06-05 01:21:00,192.168.1.11,22,FAIL,3
2025-06-05 01:22:00,192.168.1.35,22,SUCCESS,1
2025-06-05 01:23:00,192.168.1.49,22,FAIL,3
2025-06-05 01:24:00,192.168.1.15,22,SUCCESS,1
2025-06-05 01:25:00,192.168.1.47,80,FAIL,6
2025-06-05 01:26:00,192.168.1.29,22,FAIL,2
2025-06-05 01:27:00,192.168.1.40,443,SUCCESS,1
2025-06-05 01:28:00,192.168.1.26,22,SUCCESS,1
2025-06-05 01:29:00,192.168.1.20,80,SUCCESS,1
2025-06-05 01:30:00,192.168.1.46,443,FAIL,2
2025-06-05 01:31:00,192.168.1.35,443,SUCCESS,1
2025-06-05 01:32:00,192.168.1.28,22,FAIL,10
2025-06-05 01:33:00,192.168.1.32,22,FAIL,8
2025-06-05 01:34:00,192.168.1.49,80,FAIL,9
2025-06-05 01:35:00,192.168.1.46,22,FAIL,4
2025-06-05 01:36:00,192.168.1.10,22,FAIL,2
2025-06-05 01:37:00,192.168.1.14,80,FAIL,9
2025-06-05 01:38:00,192.168.1.8,443,FAIL,3
2025-06-05 01:39:00,192.168.1.4,443,FAIL,8
2025-06-05 01:40:00,192.168.1.49,80,FAIL,9
2025-06-05 01:41:00,192.168.1.44,443,FAIL,3
2025-06-05 01:42:00,192.168.1.19,80,FAIL,2
2025-06-05 01:43:00,192.168.1.17,22,SUCCESS,1
2025-06-05 01:44:00,192.168.1.46,80,FAIL,7
2025-06-05 01:45:00,192.168.1.22,80,FAIL,7
2025-06-05 01:46:00,192.168.1.10,443,SUCCESS,1
2025-06-05 01:47:00,192.168.1.50,80,SUCCESS,1
2025-06-05 01:48:00,192.168.1.13,22,SUCCESS,1
2025-06-05 01:49:00,192.168.1.45,80,FAIL,7
2025-06-05 01:50:00,192.168.1.36,80,FAIL,2
2025-06-05 01:51:00,192.168.1.34,80,FAIL,5
2025-06-05 01:52:00,192.168.1.23,80,FAIL,9
2025-06-05 01:53:00,192.168.1.40,443,FAIL,6
2025-06-05 01:54:00,192.168.1.50,22,FAIL,5
2025-06-05 01:55:00,192.168.1.50,80,FAIL,9
2025-06-05 01:56:00,192.168.1.3,80,FAIL,8
2025-06-05 01:57:00,192.168.1.23,22,FAIL,7
2025-06-05 01:58:00,192.168.1.29,22,FAIL,4
2025-06-05 01:59:00,192.168.1.38,80,SUCCESS,1
2025-06-05 02:00:00,192.168.1.3,22,SUCCESS,1
2025-06-05 02:01:00,192.168.1.11,22,FAIL,2
2025-06-05 02:02:00,192.168.1.46,80,FAIL,8
2025-06-05 02:03:00,192.168.1.38,80,FAIL,3
2025-06-05 02:04:00,192.168.1.30,80,FAIL,8
2025-06-05 02:05:00,192.168.1.19,443,FAIL,8
2025-06-05 02:06:00,192.168.1.44,443,FAIL,9
2025-06-05 02:07:00,192.168.1.27,22,FAIL,4
2025-06-05 02:08:00,192.168.1.18,80,FAIL,6
2025-06-05 02:09:00,192.168.1.25,443,FAIL,9
2025-06-05 02:10:00,192.168.1.40,443,FAIL,6
2025-06-05 02:11:00,192.168.1.21,80,SUCCESS,1
2025-06-05 02:12:00,192.168.1.9,443,FAIL,10
2025-06-05 02:13:00,192.168.1.23,80,FAIL,9
2025-06-05 02:14:00,192.168.1.36,443,FAIL,6
2025-06-05 02:15:00,192.168.1.47,443,FAIL,4
2025-06-05 02:16:00,192.168.1.7,22,SUCCESS,1
2025-06-05 02:17:00,192.168.1.27,80,FAIL,5
2025-06-05 02:18:00,192.168.1.40,80,SUCCESS,1
2025-06-05 02:19:00,192.168.1.3,443,FAIL,1
2025-06-05 02:20:00,192.168.1.22,443,FAIL,7
2025-06-05 02:21:00,192.168.1.9,80,FAIL,10
2025-06-05 02:22:00,192.168.1.11,80,FAIL,6
2025-06-05 02:23:00,192.168.1.35,22,FAIL,3
2025-06-05 02:24:00,192.168.1.4,22,FAIL,3
2025-06-05 02:25:00,192.168.1.10,443,FAIL,10
2025-06-05 02:26:00,192.168.1.21,22,FAIL,9
2025-06-05 02:27:00,192.168.1.15,80,FAIL,3
2025-06-05 02:28:00,192.168.1.1,443,FAIL,6
2025-06-05 02:29:00,192.168.1.9,443,FAIL,8
2025-06-05 02:30:00,192.168.1.19,22,FAIL,8
2025-06-05 02:31:00,192.168.1.20,22,SUCCESS,1
2025-06-05 02:32:00,192.168.1.11,22,FAIL,10
2025-06-05 02:33:00,192.168.1.15,22,SUCCESS,1
2025-06-05 02:34:00,192.168.1.26,443,FAIL,9
2025-06-05 02:35:00,192.168.1.22,443,FAIL,6
2025-06-05 02:36:00,192.168.1.37,22,FAIL,2
2025-06-05 02:37:00,192.168.1.1,443,FAIL,4
2025-06-05 02:38:00,192.168.1.2,22,FAIL,4
2025-06-05 02:39:00,192.168.1.24,80,FAIL,10
2025-06-05 02:40:00,192.168.1.18,22,FAIL,4
2025-06-05 02:41:00,192.168.1.37,443,FAIL,5
2025-06-05 02:42:00,192.168.1.33,22,FAIL,4
2025-06-05 02:43:00,192.168.1.1,22,SUCCESS,1
2025-06-05 02:44:00,192.168.1.10,80,FAIL,4
2025-06-05 02:45:00,192.168.1.42,22,SUCCESS,1
2025-06-05 02:46:00,192.168.1.22,443,FAIL,10
2025-06-05 02:47:00,192.168.1.3,443,SUCCESS,1
2025-06-05 02:48:00,192.168.1.6,443,FAIL,3
2025-06-05 02:49:00,192.168.1.48,22,SUCCESS,1
2025-06-05 02:50:00,192.168.1.32,22,FAIL,6
2025-06-05 02:51:00,192.168.1.37,443,FAIL,7
2025-06-05 02:52:00,192.168.1.31,443,SUCCESS,1
2025-06-05 02:53:00,192.168.1.50,443,FAIL,4
2025-06-05 02:54:00,192.168.1.23,22,FAIL,1
2025-06-05 02:55:00,192.168.1.10,443,SUCCESS,1
2025-06-05 02:56:00,192.168.1.3,22,FAIL,4
2025-06-05 02:57:00,192.168.1.2,443,FAIL,2
2025-06-05 02:58:00,192.168.1.46,443,FAIL,3
2025-06-05 02:59:00,192.168.1.49,443,FAIL,2
2025-06-05 03:00:00,192.168.1.5,443,SUCCESS,1
2025-06-05 03:01:00,192.168.1.42,443,FAIL,9
2025-06-05 03:02:00,192.168.1.39,80,FAIL,4
2025-06-05 03:03:00,192.168.1.14,443,FAIL,9
2025-06-05 03:04:00,192.168.1.39,443,SUCCESS,1
2025-06-05 03:05:00,192.168.1.50,22,FAIL,2
2025-06-05 03:06:00,192.168.1.6,80,FAIL,4
2025-06-05 03:07:00,192.168.1.43,80,FAIL,1
2025-06-05 03:08:00,192.168.1.50,22,FAIL,7
2025-06-05 03:09:00,192.168.1.1,443,FAIL,9
2025-06-05 03:10:00,192.168.1.22,80,FAIL,2
2025-06-05 03:11:00,192.168.1.18,443,FAIL,6
2025-06-05 03:12:00,192.168.1.41,22,SUCCESS,1
2025-06-05 03:13:00,192.168.1.9,22,FAIL,10
2025-06-05 03:14:00,192.168.1.43,443,FAIL,6
2025-06-05 03:15:00,192.168.1.46,22,SUCCESS,1
2025-06-05 03:16:00,192.168.1.9,80,FAIL,1
2025-06-05 03:17:00,192.168.1.38,443,SUCCESS,1
2025-06-05 03:18:00,192.168.1.6,80,SUCCESS,1
2025-06-05 03:19:00,192.168.1.24,443,FAIL,10
2025-06-05 03:20:00,192.168.1.7,22,FAIL,9
2025-06-05 03:21:00,192.168.1.50,443,FAIL,7
2025-06-05 03:22:00,192.168.1.16,22,FAIL,10
2025-06-05 03:23:00,192.168.1.31,80,FAIL,7
2025-06-05 03:24:00,192.168.1.40,443,FAIL,9
2025-06-05 03:25:00,192.168.1.41,22,FAIL,1
2025-06-05 03:26:00,192.168.1.39,80,FAIL,1
2025-06-05 03:27:00,192.168.1.16,443,FAIL,3
2025-06-05 03:28:00,192.168.1.8,80,FAIL,3
2025-06-05 03:29:00,192.168.1.33,22,FAIL,3
2025-06-05 03:30:00,192.168.1.21,22,FAIL,4
2025-06-05 03:31:00,192.168.1.8,22,FAIL,1
2025-06-05 03:32:00,192.168.1.23,22,FAIL,7
2025-06-05 03:33:00,192.168.1.6,22,FAIL,10
2025-06-05 03:34:00,192.168.1.9,80,FAIL,2
2025-06-05 03:35:00,192.168.1.35,80,FAIL,3
2025-06-05 03:36:00,192.168.1.13,22,FAIL,9
2025-06-05 03:37:00,192.168.1.50,443,FAIL,2
2025-06-05 03:38:00,192.168.1.14,22,FAIL,3
2025-06-05 03:39:00,192.168.1.25,80,FAIL,1
2025-06-05 03:40:00,192.168.1.35,443,FAIL,9
2025-06-05 03:41:00,192.168.1.5,22,FAIL,6
2025-06-05 03:42:00,192.168.1.14,80,FAIL,5
2025-06-05 03:43:00,192.168.1.13,443,FAIL,4
2025-06-05 03:44:00,192.168.1.26,443,FAIL,7
2025-06-05 03:45:00,192.168.1.36,80,FAIL,5
2025-06-05 03:46:00,192.168.1.27,22,FAIL,8
2025-06-05 03:47:00,192.168.1.6,80,FAIL,10
2025-06-05 03:48:00,192.168.1.33,443,FAIL,3
2025-06-05 03:49:00,192.168.1.42,443,SUCCESS,1
2025-06-05 03:50:00,192.168.1.40,443,FAIL,4
2025-06-05 03:51:00,192.168.1.25,22,FAIL,5
2025-06-05 03:52:00,192.168.1.28,443,FAIL,6
2025-06-05 03:53:00,192.168.1.49,80,FAIL,1
2025-06-05 03:54:00,192.168.1.38,22,FAIL,9
2025-06-05 03:55:00,192.168.1.2,22,FAIL,1
2025-06-05 03:56:00,192.168.1.12,443,FAIL,2
2025-06-05 03:57:00,192.168.1.39,443,SUCCESS,1
2025-06-05 03:58:00,192.168.1.42,22,FAIL,6
2025-06-05 03:59:00,192.168.1.36,22,SUCCESS,1
2025-06-05 04:00:00,192.168.1.13,22,SUCCESS,1
2025-06-05 04:01:00,192.168.1.16,80,FAIL,8
2025-06-05 04:02:00,192.168.1.27,443,SUCCESS,1
2025-06-05 04:03:00,192.168.1.39,443,FAIL,5
2025-06-05 04:04:00,192.168.1.43,80,FAIL,6
2025-06-05 04:05:00,192.168.1.9,80,FAIL,2
2025-06-05 04:06:00,192.168.1.13,80,FAIL,6
2025-06-05 04:07:00,192.168.1.48,22,FAIL,6
2025-06-05 04:08:00,192.168.1.20,80,FAIL,10
