timestamp,source_ip,destination_port,login_status,attempt_count
2025-06-05 04:09:00,192.168.1.17,80,FAIL,1
2025-06-05 04:10:00,192.168.1.33,22,SUCCESS,1
2025-06-05 04:11:00,192.168.1.35,80,SUCCESS,1
2025-06-05 04:12:00,192.168.1.37,80,SUCCESS,1
2025-06-05 04:13:00,192.168.1.4,443,FAIL,4
2025-06-05 04:14:00,192.168.1.50,443,FAIL,1
2025-06-05 04:15:00,192.168.1.32,443,FAIL,8
2025-06-05 04:16:00,192.168.1.32,80,SUCCESS,1
2025-06-05 04:17:00,192.168.1.44,443,FAIL,6
2025-06-05 04:18:00,192.168.1.17,80,SUCCESS,1
2025-06-05 04:19:00,192.168.1.22,443,FAIL,3
2025-06-05 04:20:00,192.168.1.1,22,FAIL,10
2025-06-05 04:21:00,192.168.1.33,22,SUCCESS,1
2025-06-05 04:22:00,192.168.1.13,22,FAIL,8
2025-06-05 04:23:00,192.168.1.30,443,FAIL,9
2025-06-05 04:24:00,192.168.1.35,443,FAIL,3
2025-06-05 04:25:00,192.168.1.12,80,FAIL,5
2025-06-05 04:26:00,192.168.1.41,80,FAIL,6
2025-06-05 04:27:00,192.168.1.40,80,SUCCESS,1
2025-06-05 04:28:00,192.168.1.30,443,SUCCESS,1
2025-06-05 04:29:00,192.168.1.34,443,FAIL,5
2025-06-05 04:30:00,192.168.1.26,22,FAIL,9
2025-06-05 04:31:00,192.168.1.2,80,SUCCESS,1
2025-06-05 04:32:00,192.168.1.46,80,FAIL,10
2025-06-05 04:33:00,192.168.1.38,22,FAIL,7
2025-06-05 04:34:00,192.168.1.31,22,FAIL,10
2025-06-05 04:35:00,192.168.1.42,22,FAIL,3
2025-06-05 04:36:00,192.168.1.2,22,SUCCESS,1
2025-06-05 04:37:00,192.168.1.49,443,FAIL,6
2025-06-05 04:38:00,192.168.1.20,80,FAIL,5
2025-06-05 04:39:00,192.168.1.11,80,SUCCESS,1
2025-06-05 04:40:00,192.168.1.15,443,FAIL,7
2025-06-05 04:41:00,192.168.1.3,80,FAIL,2
2025-06-05 04:42:00,192.168.1.5,80,FAIL,10
2025-06-05 04:43:00,192.168.1.22,22,FAIL,6
2025-06-05 04:44:00,192.168.1.16,80,FAIL,6
2025-06-05 04:45:00,192.168.1.27,22,FAIL,7
2025-06-05 04:46:00,192.168.1.49,22,FAIL,7
2025-06-05 04:47:00,192.168.1.24,443,FAIL,1
2025-06-05 04:48:00,192.168.1.47,80,FAIL,2
2025-06-05 04:49:00,192.168.1.28,443,SUCCESS,1
2025-06-05 04:50:00,192.168.1.21,80,FAIL,3
2025-06-05 04:51:00,192.168.1.39,22,FAIL,4
2025-06-05 04:52:00,192.168.1.47,22,FAIL,5
2025-06-05 04:53:00,192.168.1.12,80,FAIL,4
2025-06-05 04:54:00,192.168.1.29,443,FAIL,5
2025-06-05 04:55:00,192.168.1.6,443,SUCCESS,1
2025-06-05 04:56:00,192.168.1.21,80,FAIL,5
2025-06-05 04:57:00,192.168.1.9,22,FAIL,10
2025-06-05 04:58:00,192.168.1.38,22,FAIL,7
2025-06-05 04:59:00,192.168.1.40,80,SUCCESS,1
2025-06-05 05:00:00,192.168.1.6,22,FAIL,9
2025-06-05 05:01:00,192.168.1.10,443,FAIL,1
2025-06-05 05:02:00,192.168.1.9,80,FAIL,8
2025-06-05 05:03:00,192.168.1.41,443,FAIL,1
2025-06-05 05:04:00,192.168.1.14,22,SUCCESS,1
2025-06-05 05:05:00,192.168.1.24,80,FAIL,3
2025-06-05 05:06:00,192.168.1.13,443,FAIL,1
2025-06-05 05:07:00,192.168.1.3,22,FAIL,5
2025-06-05 05:08:00,192.168.1.10,443,FAIL,1
2025-06-05 05:09:00,192.168.1.36,22,FAIL,5
2025-06-05 05:10:00,192.168.1.31,80,FAIL,3
2025-06-05 05:11:00,192.168.1.32,80,FAIL,9
2025-06-05 05:12:00,192.168.1.38,443,FAIL,9
2025-06-05 05:13:00,192.168.1.41,443,FAIL,4
2025-06-05 05:14:00,192.168.1.8,443,FAIL,3
2025-06-05 05:15:00,192.168.1.28,443,FAIL,3
2025-06-05 05:16:00,192.168.1.17,443,SUCCESS,1
2025-06-05 05:17:00,192.168.1.31,22,FAIL,5
2025-06-05 05:18:00,192.168.1.15,80,FAIL,8
2025-06-05 05:19:00,192.168.1.47,22,FAIL,6
2025-06-05 05:20:00,192.168.1.15,80,FAIL,1
2025-06-05 05:21:00,192.168.1.38,22,FAIL,1
2025-06-05 05:22:00,192.168.1.3,22,FAIL,2
2025-06-05 05:23:00,192.168.1.28,22,FAIL,2
2025-06-05 05:24:00,192.168.1.34,80,FAIL,1
2025-06-05 05:25:00,192.168.1.14,443,FAIL,7
2025-06-05 05:26:00,192.168.1.48,443,FAIL,1
2025-06-05 05:27:00,192.168.1.25,80,FAIL,7
2025-06-05 05:28:00,192.168.1.37,22,FAIL,10
2025-06-05 05:29:00,192.168.1.33,80,FAIL,4
2025-06-05 05:30:00,192.168.1.43,443,FAIL,5
2025-06-05 05:31:00,192.168.1.34,443,SUCCESS,1
2025-06-05 05:32:00,192.168.1.48,443,SUCCESS,1
2025-06-05 05:33:00,192.168.1.43,22,FAIL,2
2025-06-05 05:34:00,192.168.1.2,443,SUCCESS,1
2025-06-05 05:35:00,192.168.1.5,443,FAIL,6
2025-06-05 05:36:00,192.168.1.13,80,FAIL,10
2025-06-05 05:37:00,192.168.1.32,80,FAIL,2
2025-06-05 05:38:00,192.168.1.39,22,FAIL,1
2025-06-05 05:39:00,192.168.1.40,443,SUCCESS,1
2025-06-05 05:40:00,192.168.1.40,443,FAIL,7
2025-06-05 05:41:00,192.168.1.26,22,FAIL,9
2025-06-05 05:42:00,192.168.1.29,22,FAIL,7
2025-06-05 05:43:00,192.168.1.13,22,SUCCESS,1
2025-06-05 05:44:00,192.168.1.36,443,FAIL,6
2025-06-05 05:45:00,192.168.1.36,443,FAIL,6
2025-06-05 05:46:00,192.168.1.25,443,FAIL,4
2025-06-05 05:47:00,192.168.1.25,22,FAIL,4
2025-06-05 05:48:00,192.168.1.48,80,FAIL,10
2025-06-05 05:49:00,192.168.1.8,80,SUCCESS,1
2025-06-05 05:50:00,192.168.1.34,80,FAIL,10
2025-06-05 05:51:00,192.168.1.16,80,SUCCESS,1
2025-06-05 05:52:00,192.168.1.50,443,FAIL,2
2025-06-05 05:53:00,192.168.1.29,22,FAIL,3
2025-06-05 05:54:00,192.168.1.29,443,FAIL,10
2025-06-05 05:55:00,192.168.1.39,80,FAIL,5
2025-06-05 05:56:00,192.168.1.2,80,FAIL,3
2025-06-05 05:57:00,192.168.1.2,443,FAIL,2
2025-06-05 05:58:00,192.168.1.11,80,FAIL,10
2025-06-05 05:59:00,192.168.1.22,80,FAIL,8
2025-06-05 06:00:00,192.168.1.6,80,FAIL,9
2025-06-05 06:01:00,192.168.1.42,80,FAIL,4
2025-06-05 06:02:00,192.168.1.31,80,FAIL,5
2025-06-05 06:03:00,192.168.1.37,80,FAIL,4
2025-06-05 06:04:00,192.168.1.4,80,SUCCESS,1
2025-06-05 06:05:00,192.168.1.42,80,FAIL,3
2025-06-05 06:06:00,192.168.1.29,22,FAIL,8
2025-06-05 06:07:00,192.168.1.6,443,FAIL,8
2025-06-05 06:08:00,192.168.1.41,443,FAIL,3
2025-06-05 06:09:00,192.168.1.37,80,FAIL,8
2025-06-05 06:10:00,192.168.1.15,80,FAIL,1
2025-06-05 06:11:00,192.168.1.12,443,FAIL,6
2025-06-05 06:12:00,192.168.1.46,80,FAIL,6
2025-06-05 06:13:00,192.168.1.43,443,FAIL,6
2025-06-05 06:14:00,192.168.1.34,443,FAIL,8
2025-06-05 06:15:00,192.168.1.39,22,FAIL,3
2025-06-05 06:16:00,192.168.1.50,80,FAIL,10
2025-06-05 06:17:00,192.168.1.22,443,FAIL,10
2025-06-05 06:18:00,192.168.1.38,22,FAIL,4
2025-06-05 06:19:00,192.168.1.31,22,FAIL,5
2025-06-05 06:20:00,192.168.1.35,80,FAIL,6
2025-06-05 06:21:00,192.168.1.12,22,FAIL,8
2025-06-05 06:22:00,192.168.1.6,22,FAIL,5
2025-06-05 06:23:00,192.168.1.14,80,FAIL,10
2025-06-05 06:24:00,192.168.1.8,443,FAIL,5
2025-06-05 06:25:00,192.168.1.24,80,FAIL,8
2025-06-05 06:26:00,192.168.1.38,22,FAIL,9
2025-06-05 06:27:00,192.168.1.29,22,SUCCESS,1
2025-06-05 06:28:00,192.168.1.3,22,FAIL,1
2025-06-05 06:29:00,192.168.1.25,443,FAIL,6
2025-06-05 06:30:00,192.168.1.42,80,FAIL,5
2025-06-05 06:31:00,192.168.1.32,80,FAIL,3
2025-06-05 06:32:00,192.168.1.26,22,FAIL,8
2025-06-05 06:33:00,192.168.1.10,22,FAIL,1
2025-06-05 06:34:00,192.168.1.41,80,FAIL,10
2025-06-05 06:35:00,192.168.1.36,22,FAIL,5
2025-06-05 06:36:00,192.168.1.16,443,FAIL,10
2025-06-05 06:37:00,192.168.1.49,443,FAIL,10
2025-06-05 06:38:00,192.168.1.15,443,FAIL,10
2025-06-05 06:39:00,192.168.1.10,80,SUCCESS,1
2025-06-05 06:40:00,192.168.1.9,443,FAIL,10
2025-06-05 06:41:00,192.168.1.6,80,SUCCESS,1
2025-06-05 06:42:00,192.168.1.28,443,FAIL,4
2025-06-05 06:43:00,192.168.1.32,22,FAIL,9
2025-06-05 06:44:00,192.168.1.31,443,SUCCESS,1
2025-06-05 06:45:00,192.168.1.46,443,FAIL,7
2025-06-05 06:46:00,192.168.1.37,22,FAIL,2
2025-06-05 06:47:00,192.168.1.11,80,FAIL,9
2025-06-05 06:48:00,192.168.1.4,22,SUCCESS,1
2025-06-05 06:49:00,192.168.1.16,22,FAIL,3
2025-06-05 06:50:00,192.168.1.40,443,FAIL,9
2025-06-05 06:51:00,192.168.1.27,443,FAIL,5
2025-06-05 06:52:00,192.168.1.17,22,FAIL,8
2025-06-05 06:53:00,192.168.1.5,443,SUCCESS,1
2025-06-05 06:54:00,192.168.1.27,22,FAIL,2
2025-06-05 06:55:00,192.168.1.32,80,FAIL,3
2025-06-05 06:56:00,192.168.1.10,80,SUCCESS,1
2025-06-05 06:57:00,192.168.1.19,443,FAIL,4
2025-06-05 06:58:00,192.168.1.30,22,FAIL,10
2025-06-05 06:59:00,192.168.1.30,443,FAIL,7
2025-06-05 07:00:00,192.168.1.16,22,FAIL,8
2025-06-05 07:01:00,192.168.1.25,22,SUCCESS,1
2025-06-05 07:02:00,192.168.1.32,80,FAIL,4
2025-06-05 07:03:00,192.168.1.1,22,SUCCESS,1
2025-06-05 07:04:00,192.168.1.23,80,FAIL,7
2025-06-05 07:05:00,192.168.1.18,22,SUCCESS,1
2025-06-05 07:06:00,192.168.1.44,80,FAIL,2
2025-06-05 07:07:00,192.168.1.43,80,FAIL,4
2025-06-05 07:08:00,192.168.1.42,443,FAIL,10
2025-06-05 07:09:00,192.168.1.14,443,FAIL,5
2025-06-05 07:10:00,192.168.1.43,443,FAIL,4
2025-06-05 07:11:00,192.168.1.20,22,FAIL,3
2025-06-05 07:12:00,192.168.1.47,80,SUCCESS,1
2025-06-05 07:13:00,192.168.1.29,22,SUCCESS,1
2025-06-05 07:14:00,192.168.1.29,80,FAIL,4
2025-06-05 07:15:00,192.168.1.42,443,FAIL,10
2025-06-05 07:16:00,192.168.1.46,22,FAIL,8
2025-06-05 07:17:00,192.168.1.8,22,FAIL,4
2025-06-05 07:18:00,192.168.1.21,22,FAIL,10
2025-06-05 07:19:00,192.168.1.49,22,FAIL,2
2025-06-05 07:20:00,192.168.1.40,443,FAIL,3
2025-06-05 07:21:00,192.168.1.37,80,FAIL,3
2025-06-05 07:22:00,192.168.1.45,80,FAIL,10
2025-06-05 07:23:00,192.168.1.19,22,SUCCESS,1
2025-06-05 07:24:00,192.168.1.26,80,FAIL,3
2025-06-05 07:25:00,192.168.1.3,80,FAIL,9
2025-06-05 07:26:00,192.168.1.22,22,FAIL,5
2025-06-05 07:27:00,192.168.1.31,22,FAIL,2
2025-06-05 07:28:00,192.168.1.14,22,FAIL,1
2025-06-05 07:29:00,192.168.1.30,80,FAIL,3
2025-06-05 07:30:00,192.168.1.50,80,FAIL,6
2025-06-05 07:31:00,192.168.1.5,443,SUCCESS,1
2025-06-05 07:32:00,192.168.1.13,80,FAIL,10
2025-06-05 07:33:00,192.168.1.39,80,FAIL,9
2025-06-05 07:34:00,192.168.1.14,22,FAIL,2
2025-06-05 07:35:00,192.168.1.6,22,FAIL,3
2025-06-05 07:36:00,192.168.1.12,443,FAIL,3
2025-06-05 07:37:00,192.168.1.13,443,SUCCESS,1
2025-06-05 07:38:00,192.168.1.24,443,FAIL,1
2025-06-05 07:39:00,192.168.1.18,22,FAIL,9
2025-06-05 07:40:00,192.168.1.44,22,SUCCESS,1
2025-06-05 07:41:00,192.168.1.28,22,FAIL,3
2025-06-05 07:42:00,192.168.1.18,22,FAIL,5
2025-06-05 07:43:00,192.168.1.22,22,FAIL,8
2025-06-05 07:44:00,192.168.1.44,22,SUCCESS,1
2025-06-05 07:45:00,192.168.1.28,22,FAIL,10
2025-06-05 07:46:00,192.168.1.21,80,FAIL,4
2025-06-05 07:47:00,192.168.1.8,443,FAIL,8
2025-06-05 07:48:00,192.168.1.35,443,FAIL,2
2025-06-05 07:49:00,192.168.1.8,443,FAIL,10
2025-06-05 07:50:00,192.168.1.4,80,FAIL,7
2025-06-05 07:51:00,192.168.1.18,80,FAIL,2
2025-06-05 07:52:00,192.168.1.1,443,FAIL,9
2025-06-05 07:53:00,192.168.1.43,22,FAIL,5
2025-06-05 07:54:00,192.168.1.4,80,SUCCESS,1
2025-06-05 07:55:00,192.168.1.13,22,FAIL,6
2025-06-05 07:56:00,192.168.1.43,22,FAIL,9
2025-06-05 07:57:00,192.168.1.19,22,FAIL,3
2025-06-05 07:58:00,192.168.1.36,22,FAIL,6
2025-06-05 07:59:00,192.168.1.17,80,FAIL,6
2025-06-05 08:00:00,192.168.1.3,80,FAIL,7
2025-06-05 08:01:00,192.168.1.18,80,FAIL,1
2025-06-05 08:02:00,192.168.1.32,22,FAIL,10
2025-06-05 08:03:00,192.168.1.44,80,FAIL,7
2025-06-05 08:04:00,192.168.1.45,22,FAIL,2
2025-06-05 08:05:00,192.168.1.27,22,FAIL,10
2025-06-05 08:06:00,192.168.1.31,443,FAIL,2
2025-06-05 08:07:00,192.168.1.8,80,SUCCESS,1
2025-06-05 08:08:00,192.168.1.26,443,FAIL,8
2025-06-05 08:09:00,192.168.1.49,22,FAIL,9
2025-06-05 08:10:00,192.168.1.37,443,FAIL,1
2025-06-05 08:11:00,192.168.1.11,80,FAIL,7
2025-06-05 08:12:00,192.168.1.1,80,SUCCESS,1
2025-06-05 08:13:00,192.168.1.40,80,FAIL,10
2025-06-05 08:14:00,192.168.1.3,443,FAIL,6
2025-06-05 08:15:00,192.168.1.11,80,SUCCESS,1
2025-06-05 08:16:00,192.168.1.18,443,FAIL,5
2025-06-05 08:17:00,192.168.1.2,443,FAIL,7
2025-06-05 08:18:00,192.168.1.6,22,FAIL,10
2025-06-05 08:19:00,192.168.1.28,22,FAIL,1
